City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,abanilla,38.2054,-1.0415,29.32,40,9,5.54,ES,1717516628
356,victorica,-36.2151,-65.4359,10.63,45,100,6.9,AR,1717516585
357,happy valley-goose bay,53.3168,-60.3315,23.17,49,20,3.6,CA,1717516628
358,okulovka,58.4008,33.2908,20.71,72,100,2.88,RU,1717516448
359,mugia,43.1041,-9.2179,18.84,79,11,0.89,ES,1717516629
360,camacupa,-12.0167,17.4833,24.55,22,2,2.03,AO,1717516629
361,praia da vitoria,38.7333,-27.0667,20.98,88,75,2.31,PT,1717516629
362,cihanbeyli,38.6607,32.9244,29.62,25,16,1.96,TR,1717516629
363,zapala,-38.8992,-70.0544,9.49,59,100,1.75,AR,1717516629
364,tazacorte,28.629,-17.9293,22.54,89,75,3.6,ES,1717516629
365,codrington,-38.2667,141.9667,6.19,81,97,2.24,AU,1717516630
366,villamontes,-21.25,-63.5,16.69,51,75,0.0,BO,1717516630
367,fisterra,42.9049,-9.2629,18.75,82,8,1.27,ES,1717516630
368,bambous,-20.2567,57.4061,21.53,94,51,0.89,MU,1717516630
369,aberdeen,57.1437,-2.0981,13.27,51,20,8.23,GB,1717516373
370,dalandzadgad,43.5708,104.425,19.2,30,50,4.27,MN,1717516630
371,gaigeturi,33.4644,126.3183,18.03,72,75,2.06,KR,1717516631
372,mutsu,41.2894,141.2169,9.46,94,52,1.41,JP,1717516631
373,greymouth,-42.4667,171.2,4.75,90,78,2.54,NZ,1717516631
374,lebowakgomo,-24.2,29.5,18.5,17,0,3.02,ZA,1717516631
375,olula del rio,37.383,-2.3067,30.22,35,0,5.74,ES,1717516631
376,puerto lempira,15.2667,-83.7667,31.08,66,75,2.57,HN,1717516631
377,lethem,3.3803,-59.7968,30.03,70,40,5.14,GY,1717516632
378,soio,-6.1349,12.3689,24.63,79,30,5.8,AO,1717516632
379,bodaybo,57.8506,114.1933,13.02,70,100,1.45,RU,1717516632
380,alesund,62.4723,6.1549,12.51,80,75,5.14,NO,1717516632
381,greenville,35.6127,-77.3663,27.3,76,40,0.0,US,1717516346
382,motygino,58.1831,94.7592,9.12,98,100,4.26,RU,1717516633
383,brits,-25.6347,27.7802,15.85,26,0,4.2,ZA,1717516633
384,colonia,50.9333,6.95,24.42,47,0,2.57,DE,1717516547
385,fort st. john,56.2499,-120.8529,8.94,100,100,3.6,CA,1717516546
386,santa cruz,-17.8,-63.1667,21.03,49,0,5.14,BO,1717516621
387,kununurra,-15.7667,128.7333,21.99,56,0,4.12,AU,1717516634
388,coquimbo,-29.9533,-71.3436,16.66,75,0,4.12,CL,1717516493
389,crane,31.3974,-102.3501,33.41,9,0,6.58,US,1717516634
390,kittila,67.6647,24.8936,18.67,39,0,3.09,FI,1717516634
391,broken hill,-31.95,141.4333,8.74,61,100,3.15,AU,1717516634
392,rio de janeiro,-22.9028,-43.2075,26.0,71,75,4.12,BR,1717516461
393,xapuri,-10.6517,-68.5044,30.62,43,100,2.21,BR,1717516635
394,dzuunharaa,48.8523,106.4579,13.2,77,81,0.4,MN,1717516635
395,shakiso,5.75,38.9167,16.65,98,95,1.16,ET,1717516635
396,lubang,13.8584,120.124,29.86,74,100,2.71,PH,1717516635
397,vorgashor,67.5833,63.95,-0.11,84,48,1.89,RU,1717516635
398,shimoda,34.6667,138.95,16.17,88,3,3.7,JP,1717516635
399,parambu,-6.2111,-40.6944,31.47,39,62,3.42,BR,1717516636
400,kidal,18.4411,1.4078,43.94,8,31,5.91,ML,1717516636
401,pajapan,18.25,-94.7,35.3,39,2,4.27,MX,1717516636
402,port blair,11.6667,92.75,29.02,84,40,3.09,IN,1717516636
403,aleksandrovsk-sakhalinskiy,50.8975,142.1561,9.2,92,100,0.76,RU,1717516636
404,jayapura,-2.5333,140.7,23.66,94,63,2.15,ID,1717516637
405,wynyard,-41.0,145.7167,11.22,84,100,0.45,AU,1717516637
406,nantucket,41.2835,-70.0995,20.0,77,0,6.17,US,1717516638
407,st. john's,47.5649,-52.7093,10.75,98,100,7.72,CA,1717516440
408,port hedland,-20.3167,118.5667,18.03,48,12,4.12,AU,1717516511
409,imola,44.3523,11.7158,23.97,53,86,3.09,IT,1717516565
410,swift current,50.2834,-107.8014,9.45,93,100,10.8,CA,1717516638
411,gobabis,-22.45,18.9667,17.05,7,0,5.04,NA,1717516638
412,emerald,-23.5333,148.1667,14.63,64,87,4.3,AU,1717516639
413,ugoofaaru,5.6667,73.0,28.46,83,49,5.39,MV,1717516639
414,caleta de carquin,-11.0925,-77.6267,17.45,82,8,3.96,PE,1717516639
415,oltinko'l,40.8011,72.1634,27.35,30,100,2.54,UZ,1717516639
416,chernyshevskiy,63.0128,112.4714,13.21,61,100,1.42,RU,1717516639
417,yuzhno-kurilsk,44.0306,145.8556,6.88,97,100,2.63,RU,1717516639
418,margate,51.3813,1.3862,18.82,67,99,5.81,GB,1717516526
419,bhamo,24.2667,97.2333,23.91,97,5,0.98,MM,1717516640
420,funafuti,-8.5243,179.1942,25.0,94,100,4.63,TV,1717516640
421,darhan,49.4867,105.9228,14.52,82,78,1.99,MN,1717516640
422,antsiranana,-12.2787,49.2917,26.42,61,20,3.09,MG,1717516640
423,stephenville,32.2207,-98.2023,30.09,73,0,7.72,US,1717516640
424,brookings,44.3114,-96.7984,23.95,70,97,1.79,US,1717516461
425,bereeda,11.8704,51.0579,31.54,65,0,3.57,SO,1717516641
426,la gi,10.6667,107.7833,28.7,82,100,2.31,VN,1717516641
427,slyudyanka,51.6594,103.7061,12.11,96,100,1.26,RU,1717516641
428,kaiapoi,-43.3783,172.6401,4.9,93,61,1.54,NZ,1717516642
429,tsengel,49.4783,100.8894,12.28,58,70,1.27,MN,1717516642
430,swakopmund,-22.6833,14.5333,19.47,75,0,2.68,NA,1717516642
431,porto novo,6.4965,2.6036,30.9,69,73,5.36,BJ,1717516642
432,manokwari,-0.8667,134.0833,26.25,84,100,4.77,ID,1717516643
433,plettenberg bay,-34.0527,23.3716,16.29,93,100,6.61,ZA,1717516643
434,krustpils,56.5067,25.8738,22.73,57,83,2.55,LV,1717516644
435,puerto santa,-8.9906,-78.6456,16.63,90,45,3.78,PE,1717516645
436,chilecito,-29.1619,-67.4974,11.65,39,100,1.61,AR,1717516645
437,muisne,0.6,-80.0333,25.47,84,100,8.46,EC,1717516645
438,krasnoshchekovo,51.6708,82.7289,10.45,93,97,2.95,RU,1717516646
439,imbituba,-28.24,-48.6703,18.81,58,99,0.32,BR,1717516646
440,grootfontein,-19.5667,18.1167,24.76,12,0,2.06,NA,1717516646
441,zavodskoy,43.4597,132.2922,11.93,100,100,0.0,RU,1717516646
442,klaksvik,62.2266,-6.589,6.51,87,100,14.48,FO,1717516646
443,port saint john's,-31.6229,29.5448,14.03,92,100,1.71,ZA,1717516646
444,phaltan,17.9833,74.4333,24.4,74,100,5.08,IN,1717516647
445,kem',64.9555,34.5793,13.13,89,100,0.93,RU,1717516647
446,lionel town,17.8101,-77.2406,31.94,60,75,4.61,JM,1717516647
447,oranjemund,-28.55,16.4333,14.36,78,0,3.02,NA,1717516647
448,ta`u,-14.2336,-169.5144,26.89,78,81,5.64,AS,1717516647
449,lagunas,-5.2269,-75.6753,30.31,53,85,0.58,PE,1717516648
450,nampula,-15.1165,39.2666,28.97,45,20,3.6,MZ,1717516648
451,konarka,19.9,86.1167,30.22,87,93,7.09,IN,1717516648
452,wotho,10.1657,166.0102,28.02,84,100,10.11,MH,1717516648
453,riberalta,-10.9833,-66.1,30.11,66,100,5.14,BO,1717516648
454,saldanha,-33.0117,17.9442,18.03,90,37,3.82,ZA,1717516648
455,chulakkurgan,43.765,69.1814,22.47,17,0,3.85,KZ,1717516649
456,ust'-charyshskaya pristan',52.3934,83.6635,7.33,89,80,2.97,RU,1717516649
457,launceston,-41.45,147.1667,8.97,100,100,1.54,AU,1717516649
458,sur,22.5667,59.5289,34.0,51,38,3.84,OM,1717516649
459,yeosu,34.7546,127.6599,16.81,83,52,0.62,KR,1717516649
460,sao felix do xingu,-6.6447,-51.995,32.15,46,76,2.51,BR,1717516650
461,aykhal,66.0,111.5,10.41,62,100,3.03,RU,1717516650
462,conceicao do mato dentro,-19.0372,-43.425,25.82,44,75,2.37,BR,1717516650
463,chiredzi,-21.05,31.6667,24.99,33,0,0.0,ZW,1717516650
464,tromso,69.6496,18.957,14.01,54,20,1.54,NO,1717516650
465,tolbazy,54.0241,55.8825,18.74,91,100,4.72,RU,1717516650
466,mawu,29.5923,107.3139,15.18,96,100,0.23,CN,1717516651
467,kailua-kona,19.6406,-155.9956,25.98,88,75,1.54,US,1717516651
468,redencao,-4.2258,-38.7306,27.83,76,63,2.56,BR,1717516651
469,frankfort,-27.2667,28.4833,7.8,51,4,3.6,ZA,1717516651
470,pucheng,27.9233,118.5333,17.25,82,100,0.57,CN,1717516651
471,kuressaare,58.2481,22.5039,19.97,56,0,4.12,EE,1717516651
472,iwaki,37.05,140.8833,14.34,86,36,4.21,JP,1717516652
473,vila franca do campo,37.7167,-25.4333,21.23,65,17,3.04,PT,1717516652
474,mollendo,-17.0231,-72.0147,17.82,72,23,2.68,PE,1717516652
475,yashan,22.1975,109.9419,25.65,94,100,1.93,CN,1717516652
476,bucerias,20.75,-105.3333,29.99,71,6,1.32,MX,1717516578
477,bonthe,7.5264,-12.505,28.55,77,100,5.11,SL,1717516652
478,puerto bolivar,-3.2667,-79.9833,25.0,83,40,2.06,EC,1717516653
479,salinopolis,-0.6136,-47.3561,29.82,66,2,5.25,BR,1717516653
480,trincomalee,8.5711,81.2335,28.56,77,100,5.71,LK,1717516653
481,al jawf,29.5,38.75,39.09,7,0,3.55,SA,1717516653
482,castillos,-34.1667,-53.8333,14.58,69,100,1.69,UY,1717516653
483,reggane,26.7158,0.1714,42.69,6,0,3.54,DZ,1717516653
484,huinan,42.6225,126.2614,15.52,77,9,2.19,CN,1717516654
485,bada,51.392,109.8717,15.02,63,64,1.89,RU,1717516654
486,clinton,42.587,-82.9199,29.51,69,100,0.45,US,1717516639
487,houlton,46.1262,-67.8403,23.73,56,0,4.12,US,1717516654
488,flin flon,54.7682,-101.865,9.91,93,100,4.63,CA,1717516655
489,homer,59.6425,-151.5483,8.94,88,75,2.06,US,1717516655
490,bengkulu,-3.8004,102.2655,25.58,93,100,1.79,ID,1717516655
491,dunedin,-45.8742,170.5036,8.78,67,100,2.68,NZ,1717516655
492,pemangkat,1.1667,108.9667,27.08,83,100,3.49,ID,1717516655
493,ixtapa,20.7,-105.2,29.57,71,0,1.79,MX,1717516655
494,manacapuru,-3.2997,-60.6206,29.55,71,99,1.38,BR,1717516656
495,kizel,59.0471,57.6477,16.43,97,89,1.67,RU,1717516656
496,coruripe,-10.1256,-36.1756,27.99,70,85,3.67,BR,1717516656
497,coronel dorrego,-38.7187,-61.2873,12.83,43,42,8.77,AR,1717516656
498,purcell,35.0137,-97.3611,26.16,72,100,7.0,US,1717516656
499,ko pha ngan,9.7578,100.0291,28.38,72,59,5.28,TH,1717516656
500,kulhudhuffushi,6.6221,73.07,28.51,84,0,5.66,MV,1717516657
501,tommot,58.9564,126.2925,6.73,62,0,2.34,RU,1717516657
502,ulcinj,41.9294,19.2244,27.12,63,19,3.75,ME,1717516657
503,pangody,65.85,74.4859,0.95,96,100,3.18,RU,1717516657
504,waingapu,-9.6567,120.2641,24.1,86,45,3.64,ID,1717516658
505,ilfracombe,51.2093,-4.1134,15.36,91,99,6.26,GB,1717516658
506,batang berjuntai,3.3833,101.4167,27.03,97,100,1.04,MY,1717516658
507,priozersk,61.0393,30.1291,18.86,64,100,3.67,RU,1717516658
508,tshabong,-26.05,22.45,12.08,30,0,2.49,BW,1717516658
509,bardai,11.65,7.2333,34.19,38,45,3.86,NG,1717516658
510,vail,32.0479,-110.712,30.08,17,100,0.65,US,1717516659
511,mandalgovi,45.7625,106.2708,18.79,23,65,3.43,MN,1717516659
512,kuraymah,18.55,31.85,42.99,7,0,3.8,SD,1717516659
513,ostrowiec swietokrzyski,50.9294,21.3853,17.6,96,100,4.93,PL,1717516659
514,lyskovo,56.0328,45.0422,19.29,82,71,3.52,RU,1717516659
515,shache,38.4167,77.2406,23.74,32,96,3.01,CN,1717516660
516,warmbad,-28.45,18.7333,15.18,39,0,3.17,NA,1717516660
517,masterton,-40.9597,175.6575,3.94,89,61,1.22,NZ,1717516660
518,buellton,34.6136,-120.1927,20.02,100,100,0.0,US,1717516660
519,simanggang,1.2472,111.4528,24.99,94,100,0.0,MY,1717516661
520,lyantonde,-0.4031,31.1572,22.59,70,46,2.56,UG,1717516661
521,chancay,-11.5714,-77.2672,16.76,85,22,3.58,PE,1717516661
522,shubarkuduk,49.1447,56.4872,21.41,66,77,5.32,KZ,1717516661
523,nar'yan-mar,67.6713,53.087,6.73,95,97,2.68,RU,1717516661
524,alpine,32.835,-116.7664,23.53,80,95,2.46,US,1717516661
525,sao jose da coroa grande,-8.8978,-35.1478,28.27,69,53,3.06,BR,1717516662
526,bratsk,56.1325,101.6142,11.27,82,100,0.19,RU,1717516662
527,machico,32.7,-16.7667,25.0,80,40,4.12,PT,1717516662
528,aoji,42.5206,130.3953,12.72,99,97,0.73,KP,1717516662
529,beatrice,40.2681,-96.747,26.77,73,0,4.12,US,1717516558
530,novyy buh,47.6931,32.5216,23.73,57,76,3.51,UA,1717516662
531,kodinsk,58.6881,99.1844,12.47,86,100,1.75,RU,1717516663
532,curanilahue,-37.4667,-73.35,15.18,43,100,2.54,CL,1717516663
533,wickenburg,33.9686,-112.7296,30.25,17,97,2.73,US,1717516623
534,richards bay,-28.783,32.0377,19.19,34,0,4.43,ZA,1717516663
535,nagqu,31.5,92.0,4.86,56,100,8.72,CN,1717516663
536,lorengau,-2.0226,147.2712,27.31,80,63,1.17,PG,1717516663
537,yeraliyev,43.2,51.65,26.45,40,7,5.21,KZ,1717516664
538,basotu,-4.3667,35.0833,19.92,62,99,2.65,TZ,1717516664
539,harper,4.375,-7.7169,26.77,88,100,2.08,LR,1717516664
540,colac,-38.3333,143.5833,9.54,93,100,1.62,AU,1717516664
541,kwang binh,17.4833,106.6,28.53,75,100,2.6,VN,1717516664
542,mudanjiang,44.5833,129.6,9.28,90,2,0.67,CN,1717516664
543,sijunjung,-0.6876,100.9537,23.61,98,100,0.63,ID,1717516665
544,powell,40.1578,-83.0752,28.67,60,40,4.63,US,1717516481
545,fushun,41.8558,123.9233,20.84,58,61,2.47,CN,1717516665
546,magadi,12.9667,77.2333,28.09,79,100,2.38,IN,1717516665
547,argo,37.6333,22.7333,31.11,29,0,1.58,GR,1717516665
548,sale,34.0389,-6.8166,24.8,64,75,4.63,MA,1717516665
549,touros,-5.1989,-35.4608,29.04,66,29,5.01,BR,1717516666
550,minas de marcona,-15.2119,-75.1103,18.07,53,1,3.05,PE,1717516666
551,beau vallon,-20.4189,57.6953,22.13,83,75,8.23,MU,1717516666
552,polyarnyy,69.1989,33.4478,18.06,59,51,2.58,RU,1717516666
553,mutuipe,-13.2286,-39.5047,24.39,71,100,2.82,BR,1717516667
554,konkwesso,10.8469,4.0984,37.89,33,31,2.76,NG,1717516667
555,awjilah,29.1081,21.2869,42.34,9,0,3.81,LY,1717516667
556,port sudan,19.6175,37.2164,33.5,41,0,2.18,SD,1717516668
557,vorsma,55.9856,43.2717,19.91,84,95,3.47,RU,1717516668
558,nandu,22.8525,110.8233,24.87,98,100,1.07,CN,1717516668
559,sitka,57.0531,-135.33,11.94,66,75,2.06,US,1717516668
560,saint-pierre,-21.3393,55.4781,20.82,88,100,10.29,RE,1717516568
561,acarau,-2.8856,-40.12,29.59,68,19,5.56,BR,1717516669
562,susuman,62.7833,148.1667,8.88,51,55,2.68,RU,1717516669
563,yazd,31.8972,54.3675,34.06,14,0,7.2,IR,1717516669
564,kapit,2.0167,112.9333,22.98,96,95,0.75,MY,1717516669
565,callao,-12.0667,-77.15,21.51,82,100,2.57,PE,1717516460
566,meiganga,6.5167,14.3,27.65,46,81,2.18,CM,1717516669
567,tasqala,51.1167,50.3167,20.03,84,100,3.15,KZ,1717516670
568,vitry-le-francois,48.7333,4.5833,22.23,73,77,4.01,FR,1717516670
569,al bawiti,28.3492,28.8659,37.23,10,0,6.55,EG,1717516670
570,karatas,36.582,35.3701,38.36,65,0,3.63,TR,1717516670
571,bechar,31.6167,-2.2167,36.18,12,40,2.06,DZ,1717516670
572,canavieiras,-15.675,-38.9472,27.17,66,100,3.44,BR,1717516671
573,salalah,17.0151,54.0924,29.03,82,96,3.95,OM,1717516671
574,tadine,-21.55,167.8833,22.45,90,35,2.31,NC,1717516671
575,carauari,-4.8828,-66.8958,32.7,48,88,2.4,BR,1717516671
576,elko,41.0002,-115.5012,16.7,42,19,4.92,US,1717516671
577,novyy urgal,51.0736,132.5642,8.14,61,68,1.68,RU,1717516671
578,poltavka,54.3663,71.7632,13.56,70,98,3.7,RU,1717516672
579,ouezzane,34.7971,-5.5822,30.05,31,82,5.11,MA,1717516672
580,paita,-5.0892,-81.1144,18.24,89,100,6.52,PE,1717516672
581,nago,26.5881,127.9761,21.75,76,47,3.1,JP,1717516672
582,beni,0.5,29.4667,19.05,98,100,0.81,CD,1717516672
583,sebdou,34.637,-1.3314,21.61,39,73,5.71,DZ,1717516381
584,kelibia,36.8476,11.0939,25.14,73,40,3.6,TN,1717516673
585,bermeo,43.4209,-2.7215,26.34,66,77,3.68,ES,1717516673
586,kingscliff,-28.2667,153.5667,9.89,93,100,0.0,AU,1717516673
587,baiao,-2.7906,-49.6717,34.25,46,20,2.3,BR,1717516673
588,smirnykh,49.75,142.8333,5.68,96,100,2.26,RU,1717516673
